Store Location,Address,Phone,Timings
Shivam Road,"H No 2/2/647/3/A/3, Ground Floor, Shivam Road, Amberpet, Aphb Colony, New Nallakunta, Near Pizza Hut, Hyderabad, Telangana, 500044",+91 9319365277,Hours: 11:00 AM to 09:30 PM 
Flagship Store Shamsahbad,"23/65/1, Madhura Nagar, Shamsahabad, Rangareddy, Hyderabad, Telangana, 501218",+91 9319364363,Hours: 11:00 AM to 09:30 PM 
Madhapur,"H No 1-90/20/G/1, Sai Siddartha Complex, Metro Pillar No 1760, Main Road, Madhapur, Metro Pillar No 1760, Hyderabad, Telangana, 500081",+91 7428890107,Hours: 11:00 AM to 09:30 PM 
Himayat Nagar,"Shop No 3, 6/564/5 To 8, Circle, Himayat Nagar, Ap State Housing Board, Himayat Nagar, Near Mc Donald Brand Factory, Hyderabad, Telangana, 500029",+91 7428890115,Hours: 11:00 AM to 09:30 PM 
Sainikpuri Hyderabad,"Plot Bearing Nos 01 and 02, Survey No 218 1, ECIL Road, Sainikpuri, Secunderabad, Hyderabad, Telangana, 500094",+91 9582606496,Hours: 11:00 AM to 09:30 PM 
Sanjeeva Reddy Nagar,"262/3Rt, Ground Floor, Mn Reddy Classic, Sr Nagar, Sanjeeva Reddy Nagar, Opposite Himalaya Book World, Hyderabad, Telangana, 500038",+91 7428890123,Hours: 11:00 AM to 09:30 PM 
BN Reddy Nagar,"Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar, Beside Hp Petrol Pump & Old Court Building, Hyderabad, Telangana, 500070",+91 9319360961,Hours: 11:00 AM to 09:30 PM 
Ameenpur Main Road,"Plot No 3, Chanda nagar, Serilingampally Mandal, Ranagreddy dist, Ameenpur, Hyderabad, Telangana, 502032",+91 9643806413,Hours: 11:00 AM to 09:30 PM 
MG Road Secunderabad,"Pb 1549, M G Road, Kalasiguda, Secunderabad, Mg Road, Opposite Paradise Hotel, Hyderabad, Telangana, 500003",+91 7303181182,Hours: 11:00 AM to 09:30 PM 
Gachibowli Service Road,"Ground Floor, Commercial Complex, Plot No 138 &139, Satyanarayana Arcade, Gachibowli, Hyderabad, Telangana, 500032",+91 9582500516,Hours: 11:00 AM to 09:00 PM 
Tolichowki,"House No 8-1-523/95, Brindavan Colony, Beside Masqati, Tolichowki, Hyderabad, Telangana, 500008",+91 7428890170,Hours: 11:00 AM to 09:30 PM 
Banjara Hills 2,"D No 8-2-626/5, Shop No-G5A, Reliance Classic Building, Road No 1, Banjara Hills",+91 9711641453,Hours: 11:00 AM to 09:30 PM 
Somajiguda,"6-3-927/A&B, Ground Floor, Shobhan Building, Somajiguda, Raj Bhavan Road, Hyderabad, Telangana, 500082",+91 9643821496,Hours: 11:00 AM to 09:30 PM 
New Safilguda,"D No 24-88/40/1, East Anand Bagh, Safilguda, Opposite Fortune Honda Showroom, Hyderabad, Telangana, 500047",+91 8929331321,Hours: 11:00 AM to 09:30 PM 
Malkajgiri,"Shop No 3/238, Maruthi Nagar, Malkajgiri, Hyderabad, Telangana, 500047",+91 7428891216,Hours: 11:00 AM to 09:30 PM 
Attapur,"Shop No 4/3/164, Ring Road, Attapur, Opposite Pillar No 138, Hyderabad, Telangana, 500048",+91 7428891219,Hours: 11:00 AM to 09:30 PM 
Gudimalkapur,"Shop No 13-6-439/1/A/111/7, Balaji Nagar, Mehdipatnam Ring Road, Gudimalkapur, Near Pillar No 75, Hyderabad, Telangana, 500006",+91 8929344590,Hours: 11:00 AM to 09:30 PM 
Sarath City Capital Mall,"Shop No 99, Ground Floor, Kondapur, Sarath City Capital Mall, Opposite Vision Express, Hyderabad, Telangana, 500032",+91 7428891227,Hours: 11:00 AM to 09:30 PM 
Pragati Nagar,"Ground Floor, Gev Tulasi Building 132, Pragati Nagar Main Road, Pragati Nagar, Hyderabad, Telangana, 500090",+91 9582051505,Hours: 11:00 AM to 09:30 PM 
Habsiguda,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007",+91 8588802587,Hours: 11:00 AM to 09:00 PM 
Financial District,"S No-142, Sri Sai Gayatri Towerss, Financial District, Nanakramgudaa, Financial District, Hyderabad, Telangana, 500032",+91 7838671500,Hours: 11:00 AM to 09:30 PM 
Kaveri Hills Madhapur,"Plot No 27 & 28, Guttala Begumpet Village, Kavujri Hills, Phase 1, Seringampally Revenue Mandal, Rangareddy Dist, Hyderabad, Telangana, 500081",+91 9711869741,Hours: 11:00 AM to 09:30 PM 
Patancheruvu,"H No 25 & 35/4, On Plot No 1 & 2 In Survey No.167, Ramachandrapuram, Patancheruvu, Beside Icici Bank, Hyderabad, Telangana, 502032",+91 7838290268,Hours: 11:00 AM to 09:30 PM 
Vanasthalipuram,"House No 6/4/3 MIG, LOT Building, Plot No 35, Vanasthalipuram Police Station Road, Opposite Indian Post Office, Hyderabad, Telangana 500070",+91 7428890201,Hours: 11:00 AM to 09:00 PM 
Old Bowenpally,"Mlr Towers Sy No 110, Plot No 2, & No 6-R6-60, Centre Point, New Bowenpally, Hyderabad, Telangana, 500011",+91 8929345155,Hours: 11:00 AM to 09:30 PM 
Suncity,"Ground Floor, House No 7-17/6, Suncity Main Road, Suncity, Opposite Lucid Medical Diagnostics, Hyderabad, Telangana, 500091",+91 8929162484,Hours: 11:00 AM to 09:30 PM 
Boduppal,"Shop No 1-1/2, Plot No 96, Survey No, 145,146 & 147, Village Boduppal, Ghatkesar, Mandal, Main Road, West Hanuman Nagar, Uppal, Rangareddy, Hyderabad, 500092",+91 9899408896,Hours: 11:00 AM to 09:30 PM 
Tirumalagiri,"Sy 26, Tirumalagiri, Secunderabad, Beside Mahindra Show Room, Hyderabad, Telangana, 500015",+91 9582528860,Hours: 11:00 AM to 09:30 PM 
Diamond Hills,"2-1/6&2-1/6A, Ground Floor, Fantasy Square, Diamond Hills, Serlingampally, Gachibowli, Hyderabad, Telangana, 500081",+91 8307197198,Hours: 11:00 AM to 09:30 PM 
"SD Road, Secunderabad","H No 9-1-122 & 123/1, Sd Road, Scunderabad, Sd Road, Scunderabad, Beside Dcb Bank, Hyderabad, Telangana, 500003",+91 7838194852,Hours: 11:00 AM to 09:30 PM 
Punjagutta,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",+91 8929334354,Hours: 11:00 AM to 09:30 PM 
Mallapur,"House No 3-498/1/1/3, Ground Floor, Plot No 3, Situated Mallapur Village, Uppal Mandal, Kapra Circle, Mallapur, Hyderabad, Telangana, 500076",+91 8929340390,Hours: 11:00 AM to 09:30 PM 
Yousufguda,"House No 8-3-231/4/7, Lakshmi Plaza, Metro Piller #C1549, Opposite HDFC Bank, Sri Krishna Nagar, Yousufguda, Hyderabad, Telangana, 500045",+91 7291084985,Hours: 11:00 AM to 09:30 PM 
Kokapet,"Plot No 2 & 3, Brundavan Colony, Gandipet Main Road, Narsingi, Kokapet, Hyderabad, Telangana, 500075",+91 7291083948,Hours: 11:00 AM to 10:00 PM 
Nacharam,"Emr Complex No 4-1-91/6, Bhavani Nagar, Nacharam Main Road, Nacharam, Nacharam, Hyderabad, Telangana, 500076",+91 9319365940,Hours: 11:00 AM to 09:30 PM 
Kushaiguda,"Plot Bearing No 2/A, Survey No 215, 216, 217, 218 And 222, Chakripuram, Kushaiguda, Under Kapra Municipality, Keesara Mandal, Ranga Reddy District, Hyderabad, Telangana, 500",+91 9582593828,Hours: 11:00 AM to 09:30 PM 
Kothapet Nagole Road,"1-1-62/5 Shrungeri Colony, Mohan Nagar, Kothapet Nagole Road, Hyderabad, Telangana, 500035",+91 8929607657,Hours: 11:00 AM to 09:30 PM 
Flagship Store at Gachibowli,"G2, Vaishnavi Tanmai Plaza, 10 Roads, Gachibowli, Near Hp Petrol Bunk, Opposite Rttc, Hyderabad, Telangana, 500032",+91 7428891268,Hours: 11:00 AM to 09:30 PM 
Banjara Hills,"Ghmc 8-2- 681 & 681/1, Road No 12, Ghmc, Banjara Hills, Opposite Himalaya Book World, Hyderabad, Telangana, 500034",+91 8929345305,Hours: 11:00 AM to 09:30 PM 
New Kachiguda,"3-4-1081, Kachiguda Station Road, Barkatpura, Kachiguda, Near Kachiguda Signal, Hyderabad, Telangana, 500027",+91 8929136909,Hours: 11:00 AM to 09:30 PM 
Jubilee Hills,"Municipal No 8/2/293/82/A471, Road No 36, Jubilee Hills, Near Jubilee Police Station, Hyderabad, Telangana, 500033",+91 7428891279,Hours: 11:00 AM to 09:30 PM 
Narsingi,"Plot # 68A, Alkapur Road # 7, Puppal Guda, Opposite Celebrations Function Hall, Hyderabad, Telangana, 500089",+91 9582951671,Hours: 11:00 AM to 09:30 PM 
Karmanghat,"House No.10-1-81/1/2A & 10-1-81/1/3, Plot No 9, In Survey No 22 Part, Situated At Raghavendra Nagar Colony, Lingojiguda Village, Saroornagar Revenue Mandal, Under GHMC L B Nagar Circle, Ranga Reddy Di",+91 8744095253,Hours: 11:00 AM to 09:30 PM 
Hydernagar,"Dno-16-2-M/14/G1, Ground Floor, Sai Plaza, Charma Reddy Colony, Phase II, Hydernagar Village, Opposite Rainbow Children'S Hospital, Kukatpally, Hyderabad, Telangana, 500085",+91 8929496181,Hours: 11:00 AM to 09:30 PM 
Malaysian Townshiop,"VI KPHB Colony, Malaysian Townshiop, Kukatpally Village & Mandal, Under GHMC Kukatpally Circle, Medchal Malkajgiri, Ranga Reddy District, Hyderabad, Telangana, 500085",+91 8743084107,Hours: 11:00 AM to 09:30 PM 
HMT Hills Pragathinagar,"Flat No G, 2, Pragathi Nagar Road, Addagutta Society, HMT Hills, Beside Eenadu Bank, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana, 500085",+91 9582494863,Hours: 11:00 AM to 09:30 PM 
Quthbullapur,"Plot No 6, Ground Floor, Ganesh Housing Colony, Suchitra X Roads, Quthbullapur, Hyderabad, Telangana, 500067",+91 8588809804,Hours: 11:00 AM to 09:30 PM 
Gaddiannaram,"16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036",+91 8929185505,Hours: 11:00 AM to 09:30 PM 
Allwyn Colony,"Ground Floor, House No 2-22-88/2/A, Allwyn Colony, Situated Vijayanagar Colony, Enadu Society, Kukatpally, Near Patel Kunta Huda Park, Hyderabad, Telangana, 500072",+91 8447911308,Hours: 11:00 AM to 09:30 PM 
New Friends Colony,"13-6-798/1/21, New Friends Colony, Langar Houz, New Friends Colony, Beside Bapughat, Hyderabad, Telangana, 500008",+91 8929335385,Hours: 11:00 AM to 09:30 PM 
Hyderguda,"Ground Floor, Baba Towers, Tilak Road, King Koti, Hyderguda, Beside Bakezone, Hyderabad, Telangana, 500048",+91 8447730260,Hours: 11:00 AM to 09:30 PM 
Kapra,"House No 3-30/1, Plot No1, Sri Nagar Colony, Kapra Village & Mandal, Medchal District, Kapra, Hyderabad, Telangana, 500062",+91 8929289540,Hours: 11:00 AM to 09:30 PM 
Dilsukh Nagar,"16-11-741/C/13/5, Ground Floor, Vijetha Royal Empire, Indira Nagar, Dilsukh Nagar, Opposite Ram Raj Cotton, Hyderabad, Telangana, 500036",+91 8826021555,Hours: 11:00 AM to 10:00 PM 
Vivekananda Nagar,"House No 3-6-23/4, Plot No 297, Survey Numbers 137&139, Bagh Ameeri Village, Balanagar Madal, Kukatpally Cricle Ghmc, Ranga Reddy, Vivekananda Nagar, Beside Partha Dental Clinic, Hyderabad, Telangana,",+91 8929808349,Hours: 11:00 AM to 09:30 PM 
Alwal,"171 12, Nr Temple, Alwal Village, Ghmc, Alwal Circle, Malkajgiri Mandal, Ranga Reddy, Alwal, Beside Partha Dental Clinic, Hyderabad, Telangana, 500010",+91 9319359590,Hours: 11:00 AM to 09:30 PM 
Manikonda,"House No 8-1-284/Ou/20, Ground Floor, Ou Colony, Shaikpet, Manikonda, Near Naturals Saloon, Hyderabad, Telangana, 500008",+91 7428891346,Hours: 11:00 AM to 09:30 PM 
Nallagandla,"Ground Floor, Ghmc 7-7/205, Nallagandle, Near Reliance Digital, Nallagandle, Hyderabad, Telangana, 500019",+91 9821221604,Hours: 11:00 AM to 09:30 PM 
Serilingampally,"Plot No3, Huda Trade Centre, Seri Nallagandla Village, Serilingampally Mandal And Municipality, Ranga Reddy District, Hyderabad, Telangana, 500019",+91 8512831415,Hours: 11:00 AM to 09:30 PM 
Kukatpally 2,"Mig 161, Ground Floor, Road No 1, Kphb Colony, Kukatpally 2, Opposite Holistic Hospital, Hyderabad, Telangana, 500072",+91 7428891359,Hours: 11:00 AM to 09:30 PM 
Banjara Hills,"Mch No 6/3/348/B/201A, Ground Floor, Bke Owners Society, Road 1, Banjara Hills, Opposite Vangal Rao Park, Hyderabad, Telangana, 500034",+91 7428891055,Hours: 11:00 AM to 09:30 PM 
Chanda Nagar,"Shop No 2/105, C F2/F3, United Chambers, Near The Chennai Shopping Mall, Sri Ram Nagar Colony, Chanda Nagar, Hyderabad, Telangana, 500050",+91 7291823140,Hours: 11:00 AM to 09:30 PM 
GSM Mall,"Shop No Ff 101, First Floor, Gsm Mall, Madinaguda, Miyapur, Opposite My Home Jewel Apartments, Hyderabad, Telangana, 500049",+91 8588891355,Hours: 11:00 AM to 09:30 PM 
Puppalguda Shaikpet,"Plot No 40 & 41, Shop No 4-3/40/41/S2/A/1, S S Tower, Friends Colony, Puppalguda, Hyderabad, Telangana, 500089",+91 8929338663,Hours: 11:00 AM to 09:30 PM 
Shantosh Nagar,"&#34, Khaja Estate, Shop No 2, Ground Floor, 17-1-376/3, Shantosh Nagar, Hyderabad, Telangana, 500059",+91 8447743931,Hours: 11:00 AM to 09:30 PM 
Himayath Nagar,"Flat No 3-6-365, Y V Rao Mansion 104&105, Himayatnagar Road, Gagan Mahal, Hyderabad, Telangana, 500029",+91 8826001648,Hours: 11:00 AM to 09:30 PM 
Botanical Garden,"H No 1-57/19, Sri Ram Nagar, Botanical Garden Road, Kondapur, Opposite Airtel Showroom, Hyderabad, Telangana, 500031",+91 9818821647,Hours: 11:00 AM to 09:30 PM 
Madeenaguda,"Shop No G2, Ground Floor, Kalyan Tulasi Ram Chambers, Madeenaguda, Opposite Croma & Allensolly, Hyderabad, Telangana, 500049",+91 9971771565,Hours: 11:00 AM to 09:30 PM 
Ramanthapur,"House No 3-11-65 & 68, Gokhale Nagar, Ramanthapur, Beside Raghavendra Tifins Center & Pharma Hub, Hyderabad, Telangana, 500013",+91 8929174134,Hours: 11:00 AM to 09:30 PM 
"Chanda Nagar, BHEL","2-88, National Highway 65, Gangaram, Chanda Nagar Bhel, Opposite Karachi Bakery, Hyderabad, Telangana, 500050",+91 9971711685,Hours: 11:00 AM to 09:30 PM 
Uppal,"2 2 173, Ground Floor, Vijay Colony, Kv Rangreddy, Uppal, Near Gandhi Statue, Hyderabad, Telangana, 500039",+91 8447743978,Hours: 11:00 AM to 09:30 PM 
IDPL Chintal Main Road,"Ground Floor, House No 5 080, IDPL Chintal Main Road, Ranga Nagar Colony, Village Quthbullapur, Mandal, Quthbullapur, GHMC Gajularamaram Circle, Medchal Malkajgiri, Hyderabad, Telangana, 500055",+91 9582385212,Hours: 11:00 AM to 09:30 PM 
Uppal Depot,"Shop No 2, House No 9/14/2/1, Main Road, Sriram Nagar Colony, Opposite Eden Garden Church, Hyderabad, Telangana, 500092",+91 7428890200,Hours: 11:00 AM to 09:00 PM 
Raghunath Bazaar,"Shop No 210, Main Market, Raghunath Bazaar, Jammu & Kashmir, 180001",+91 8447822812,Hours: 10:30 AM to 09:00 PM 
Kunjwani,"Ground Floor & First Floor, National Highway, Kunjwani, Opposite Petrol Pump, Jammu & Kashmir, 180010",+91 8929331381,Hours: 10:30 AM to 09:00 PM 
Channi,"Ground Floor, Khasra No 4Min, Khata No 18Min, Khewat No 1 Min, Channi, Situated At Mouza Channi Kamala, Jammu & Kashmir, 180015",+91 7303223224,Hours: 10:30 AM to 09:00 PM 
Janipur,"Shop No 4, Lane No 1, Disco Road Janipur, Near Octave Showroom, Jammu & Kashmir, 180007",+91 9319375567,Hours: 11:00 AM to 09:00 PM 
RS Pura Jammu,"Ground Floor, Khasra No 184 Min, Khata No 691, Khewat No 118, Gagian, RS Pura Jammu, Jammu and Kashmir, 181102",+91 9582548453,Hours: 10:00 AM to 08:00 PM 
The Wave Mall,"Shop No 12, Upper Ground Floor, Malik Market, The Wave Mall, Opposite Bathindi Road, Jammu, Jammu & Kashmir, 181152",+91 7428891262,Hours: 10:30 AM to 09:00 PM 
Talab Tillo,"Ground Floor, B2, Bharat Nagar, Talab Tillo, Jammu & Kashmir, 180002",+91 8929327307,Hours: 10:30 AM to 09:00 PM 
Udhampur,"Dhar Road, Adjoining Allahabad Bank, Udhampur, Below Oriental Bank Of Commerce, Jammu & Kashmir, 182101",+91 8929337347,Hours: 11:00 AM to 09:00 PM 
Srinagar Residency,"Le Regal, Near Kohli Brothers, Regal Chowk, Residency Road, Srinagar, Jammu and Kashmir, 190001",+91 9953880635,Hours: 10:30 AM to 07:00 PM 
Gandhinagar,"Shop No 18, Gole Market, Gandhi Nagar, Near Manyavar Store, Jammu & Kashmir, 180004",+91 8826641369,Hours: 11:00 AM to 09:00 PM 
Adityapur,"Site No 1, Aditypur Colony, Tata Kandra Road, Adityapur, Jamshedpur, Jharkhand, 831013",+91 9870547548,Hours: 10:30 AM to 08:30 PM 
Ramgarh,"Plot No 172, Gram Thana Chawk, Ramghar Cantt Area, Near Gandhi Chawk, Ramgarh, Jharkhand, 829122",+91 8447834529,Hours: 10:30 AM to 08:30 PM 
Harmu Ranchi,"Ground Floor, Girdhar Plaza, Harmu Road, Girdhar Plaza, Ranchi, Jharkhand, 834001",+91 9654581422,Hours: 10:30 AM to 09:00 PM 
Nilanchal Colony,"Khata No 5, Plot No 769, Nilanchal Colony, Chanakya Nagar, Saraidhela, Dhanbad, Jharkhand, 828127",+91 8447932982,Hours: 10:30 AM to 09:00 PM 
H B Road,"Global Enterprises, Ranjen'S Chandralaya, H B Road, Near Santevita Hospital, Opposite Seventh Heaven Restaurant, Ranchi, Jharkhand, 834001",+91 7428890056,Hours: 10:30 AM to 08:30 PM 
Bistupur,"3, Natraj Mansion, Bistupur Main Road, Bistupur, Jamshedpur, Jharkhand, 831001",+91 7303227228,Hours: 10:30 AM to 08:30 PM 
Sector 4 Bokaro,"City Centre, Sector 4, A11, Below Shane Punjab Restaurant, Sector 4 Bokaro, Opposite Central Bank Of India, Bokaro, Jharkhand, 827004",+91 9582390099,Hours: 10:30 AM to 09:00 PM 
Dimna Road,"H No 364, Dimna Road, Mango, Jamshedpur, Near Micro Chemical Lab, Bahar Dari, East Singhbhum, Jamshedpur, Jharkhand, 831012",+91 9582261948,Hours: 10:30 AM to 08:30 PM 
Shyamganj,"Ground Floor, Savitri Complex, Railway Station Road, Near ICICI Bank, Shyamganj, Deoghar, Jharkhand, 814112",+91 9643813896,Hours: 10:30 AM to 09:00 PM 
Bank More,"Ug 3, Upper Ground Floor, Urmila Tower, Bank More, Near Shanti Bhawan, Dhanbad, Jharkhand, 826001",+91 9582440305,Hours: 10:30 AM to 08:30 PM 
Bariatu,"Shop No 14 & 15, Malabar Enclave, Bariatu, Near D A V School, Ranchi, Jharkhand, 834009",+91 8929328709,Hours: 10:30 AM to 08:30 PM 
Azad Nagar Road No 1,"Shop No 1, Ground Floor, House No 1, Building Asfia Jamal, Gold PS Mango, Azad Nagar, Road No 01, Ward No 8, MNAC, Opposite Ghandhi Maidan, Jamshedpur, Jharkhand, 831012",+91 8929218725,Hours: 10:30 AM to 08:30 PM 
Mall Of Ranchi,"Unit No 3, Mall Of Ranchi, Ratu Road, Ranchi, Jharkhand, 834001",+91 9582378913,Hours: 11:00 AM to 09:00 PM 
Sackhi,"Holding No 16, New Kalimati Road, Sackhi, Jamshedpur, Jharkhand, 831001",+91 9870357358,Hours: 10:30 AM to 08:30 PM 
Bokaro Chas,"Plot No 7090, Mouza Chas, Pargana Chas, P S Chas, Thana No 30, Khaspel, Near Bypass Road, Ward No 16, Bokaro, Jharkhand, 827013",+91 9899412853,Hours: 10:30 AM to 09:00 PM 
"Main Road, Ranchi","Ground Floor, Capitol Hill Building, Main Road, Capitol Hill Building, Ranchi, Jharkhand, 834001",+91 9319372016,Hours: 10:30 AM to 09:00 PM 
Nucleus Mall,"Shop No S5, Second Floor, Circular Road, Lalpur, Nucleus Mall, Ranchi, Jharkhand, 834001",+91 7428891303,Hours: 10:30 AM to 09:00 PM 
CMPF Colony,"Police Line, Hirapur, CMPF Colony, Near HDFC Bank, Dhanbad, Jharkhand, 826001",+91 9953776376,Hours: 10:30 AM to 09:00 PM 
Kanke Road,"Shop No 9, Ground Floor, Chandni Chowk, Astor Green, Kanke Road, Chandni Chowk, Ranchi, Jharkhand, 834008",+91 8447731457,Hours: 10:30 AM to 08:30 PM 
P&M Hi Tech City Center Mall,"Un F 04, Outer Circle Rd, Millenium Park, Bistupur, P & M Hi Tech City Center Mall, Jamshedpur, Jharkhand, 831001",+91 7428891345,Hours: 11:00 AM to 09:00 PM 
Hazaribagh,"Shop No 235, Guru Gobind Singh Road, Near Annada Chowk, Hazaribagh, Jharkhand, 825301",+91 7428891097,Hours: 10:30 AM to 08:30 PM 
Kadma,"Ground Floor, Narayan Complex, Kadma, Jamshedpur, Jharkhand, 831005",+91 8929607647,Hours: 10:30 AM to 08:30 PM 
Puruliya Road,"Puruliya Road, Dangratoli Chowk, Near Kashyap Eye Hospital, Dangratoli, NayaToli, Ranchi, Jharkhand, 834001",+91 9953624837,Hours: 10:30 AM to 08:30 PM 
NRI layout,"No 06, Double Road, Nri Layout, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",+91 7065122333,Hours: 11:00 AM to 09:30 PM 
Thammenahalli,"No 196 Mei Layout, 60Ft Main Road, Dassarahalli, Bengaluru, Karnataka, 560057",+91 8447895934,Hours: 11:00 AM to 09:30 PM 
Kengeri Satellite,"Shop No 1443, First Main Road, Kengeri Satellite Town, Hoysala Circle, Bengaluru, Karnataka, 560060",+91 7428891103,Hours: 11:00 AM to 09:30 PM 
Kumaraswamy Layout,"Shop No 1319, 50 Feet Main Rd, Kumaraswamy Layout, Sri Lakshmi Venkateshwara Arcade, Bengaluru, Karnataka, 560078",+91 7428891104,Hours: 11:00 AM to 09:30 PM 
Flagship Store Empire Mall,"UG6 & UG8, Empire Mall, MG Road, SDM Law College, Mangaluru, Karnataka, 575003",+91 7428890010,Hours: 11:00 AM to 09:00 PM 
Uttarahalli Main Road,"Shop No 9/3, Site Number 46, Uttarahalli Main Road, Next To IDFC Bank, Bengaluru, Karnataka, 560061",+91 7428891105,Hours: 11:00 AM to 09:30 PM 
Keshwapur,"Vivanata Building, CTS No 439/1A-15, Ward No 30, Subhas Nagar, Kusugal Road, Keshwapur, Hubballi, Karnataka, 580023",+91 8510801592,Hours: 11:00 AM to 09:30 PM 
Flagship Store at Nagarbhavi,"Shop No 1441/1309, Rajanna Complex, Jnanabharathi Main Road, Jyothi Nagar, Nagarbhavi Circle, Bengaluru, Karnataka, 560072",+91 7428891106,Hours: 11:00 AM to 09:30 PM 
Flagship Store Koramangala,"Shop No 116, Ground Floor, Khb Colony, 7Th Block, 80 Feet Road, 80 Ft Road, Koramangala, Opposite Hangover Brewery, Bengaluru, Karnataka, 560034",+91 8130384141,Hours: 11:00 AM to 09:30 PM 
Mandya,"Ground Floor, Madhu Vachar Complex, Ashok Nagar, Opposite Mandya Railway Station, Mandya, Karnataka, 571401",+91 9821080315,Hours: 11:00 AM to 09:00 PM 
Jalanagar,"Sno 890, 891, Plot No 294, Jalanagar, Near S R Colony Vijaypur, Bijapur, Karnataka, 586109",+91 8376801547,Hours: 11:00 AM to 09:00 PM 
Banashankari,"Mamatha Complex, 80 Feet Road, Nagendra Block, Banashankari 1St Stage, Bengaluru, Karnataka, 560085",+91 7428890028,Hours: 11:00 AM to 09:30 PM 
Court Road Gulbarga,"Shop No-19, 1St Floor, Venkateshwara Marata Shetty, Kalaburgi, Gulbarga Court Road, Near Forest Office, Gulbarga, Karnataka, 585102",+91 9319368896,Hours: 11:00 AM to 09:00 PM 
Sedam Road Gulbarga,"Shop No 1, Ground Floor, Basava Complex, LIG-141, 3rd Phase, Opposite Santosh Hotel, Sedam Road, Badepur Colony, Gulbarga, Karnataka, 585105",+91 7065310968,Hours: 11:00 AM to 09:00 PM 
HSR Layout,"Shop No 13, Pwd Quarters, 27Th Main, Agara, Sector 1, Hsr Layout, Next To Al-Daaz Hotel, Bengaluru, Karnataka, 560102",+91 7428890041,Hours: 11:00 AM to 10:00 PM 
Sirsi,"Ground Floor, 247/A, Brs Arcade, Hospet Road, Uttara Kannada, Sirsi, Karnataka, 581402",+91 9311773738,Hours: 11:00 AM to 09:00 PM 
Rajaji Nagar 19th Main Road,"Ground Floor No 50/2, 19Th Main Road, 1St Block, Rajaji Nagar, Bengaluru, Karnataka, 560010",+91 7065038241,Hours: 11:00 AM to 09:30 PM 
Malleshwaram,"Shop No 17, Om Sri Mahaganapathi Complex, Margosa Road, Malleshwaram, Near Narayana Super Speciality Hospital, Bengaluru, Karnataka, 560003",+91 7428890050,Hours: 11:00 AM to 09:30 PM 
"4th block, Jayanagar","Shravanee Bilss Municipal No 654/66, 11Th Main, 4Th Block, Jayanagar, Bengaluru, Karnataka, 560011",+91 8447931951,Hours: 11:00 AM to 09:30 PM 
